code,date,price
025000,2021-03-25,61100
025000,2021-03-24,61200
025000,2021-03-23,61100
025000,2021-03-22,61600
025000,2021-03-19,60900
025000,2021-03-18,61400
025000,2021-03-17,62100
025000,2021-03-16,62100
025000,2021-03-15,62100
025000,2021-03-12,61500
025000,2021-03-11,60200
025000,2021-03-10,59700
025000,2021-03-09,59100
025000,2021-03-08,60300
025000,2021-03-05,61000
025000,2021-03-04,61800
025000,2021-03-03,62500
025000,2021-03-02,62800
025000,2021-02-26,61900
025000,2021-02-25,62700
025000,2021-02-24,61300
025000,2021-02-23,64800
025000,2021-02-22,63200
000040,2021-04-05,1260
000040,2021-04-02,1285
000040,2021-04-01,1300
000040,2021-03-31,1315
000040,2021-03-30,1320
000040,2021-03-29,1290
000040,2021-03-26,1345
000040,2021-03-25,1385
000040,2021-03-24,1445
000040,2021-03-23,1360
000040,2021-03-22,1345
000040,2021-03-19,1345
000040,2021-03-18,1325
000040,2021-03-17,1350
000040,2021-03-16,1370
000040,2021-03-15,1320
000040,2021-03-12,1340
000040,2021-03-11,1250
000040,2021-03-10,1270
000040,2021-03-09,1315
000040,2021-03-08,1295
000040,2021-03-05,1325
000040,2021-03-04,1300
000040,2021-03-03,1220
000040,2021-03-02,1245
000040,2021-02-26,1235
000040,2021-02-25,1295
000040,2021-02-24,1330
000040,2021-02-23,1450
000040,2021-02-22,1410
058850,2021-04-05,2880
058850,2021-04-02,2945
058850,2021-04-01,2975
058850,2021-03-31,2925
058850,2021-03-30,2990
058850,2021-03-29,2940
058850,2021-03-26,3040
058850,2021-03-25,3135
058850,2021-03-24,2940
058850,2021-03-23,2905
058850,2021-03-22,2895
058850,2021-03-19,2805
058850,2021-03-18,2830
058850,2021-03-17,2865
058850,2021-03-16,2830
058850,2021-03-15,2830
058850,2021-03-12,2890
058850,2021-03-11,2710
058850,2021-03-10,2645
058850,2021-03-09,2700
058850,2021-03-08,2850
058850,2021-03-05,3005
058850,2021-03-04,2935
058850,2021-03-03,2845
058850,2021-03-02,2775
058850,2021-02-26,2755
058850,2021-02-25,2710
058850,2021-02-24,2755
058850,2021-02-23,2900
058850,2021-02-22,3120
229640,2021-04-05,7800
229640,2021-04-02,7770
229640,2021-04-01,7820
229640,2021-03-31,7820
229640,2021-03-30,7810
229640,2021-03-29,7810
229640,2021-03-26,7670
229640,2021-03-25,7700
229640,2021-03-24,7750
229640,2021-03-23,7590
229640,2021-03-22,7630
229640,2021-03-19,7610
229640,2021-03-18,7600
229640,2021-03-17,7620
229640,2021-03-16,7640
229640,2021-03-15,7640
229640,2021-03-12,7540
229640,2021-03-11,7550
229640,2021-03-10,7570
229640,2021-03-09,7590
229640,2021-03-08,7250
229640,2021-03-05,7400
229640,2021-03-04,7290
229640,2021-03-03,7320
229640,2021-03-02,7280
229640,2021-02-26,7260
229640,2021-02-25,7400
229640,2021-02-24,7400
229640,2021-02-23,7570
229640,2021-02-22,7640
068400,2021-04-05,10600
068400,2021-04-02,10600
068400,2021-04-01,10750
068400,2021-03-31,10700
068400,2021-03-30,10600
068400,2021-03-29,10450
068400,2021-03-26,10400
068400,2021-03-25,10550
068400,2021-03-24,10400
068400,2021-03-23,10550
068400,2021-03-22,10500
068400,2021-03-19,10550
068400,2021-03-18,10450
068400,2021-03-17,10800
068400,2021-03-16,11100
068400,2021-03-15,11150
068400,2021-03-12,11200
068400,2021-03-11,11200
068400,2021-03-10,10950
068400,2021-03-09,10950
068400,2021-03-08,11000
068400,2021-03-05,10950
068400,2021-03-04,11250
068400,2021-03-03,11500
068400,2021-03-02,11300
068400,2021-02-26,11300
068400,2021-02-25,11500
068400,2021-02-24,11000
068400,2021-02-23,11750
068400,2021-02-22,11750
030610,2021-04-05,7940
030610,2021-04-02,7870
030610,2021-04-01,7890
030610,2021-03-31,7890
030610,2021-03-30,7760
030610,2021-03-29,7610
030610,2021-03-26,7530
030610,2021-03-25,7530
030610,2021-03-24,7520
030610,2021-03-23,7550
030610,2021-03-22,7620
030610,2021-03-19,7590
030610,2021-03-18,7660
030610,2021-03-17,7660
030610,2021-03-16,7650
030610,2021-03-15,7650
030610,2021-03-12,7600
030610,2021-03-11,7580
030610,2021-03-10,7490
030610,2021-03-09,7380
030610,2021-03-08,7360
030610,2021-03-05,7350
030610,2021-03-04,7310
030610,2021-03-03,7330
030610,2021-03-02,7220
030610,2021-02-26,7270
030610,2021-02-25,7390
030610,2021-02-24,7290
030610,2021-02-23,7420
030610,2021-02-22,7460
014280,2021-04-05,5810
014280,2021-04-02,5710
014280,2021-04-01,5790
014280,2021-03-31,6140
014280,2021-03-30,5730
014280,2021-03-29,5730
014280,2021-03-26,5850
014280,2021-03-25,5720
014280,2021-03-24,5520
014280,2021-03-23,5250
014280,2021-03-22,5210
014280,2021-03-19,5220
014280,2021-03-18,5180
014280,2021-03-17,5290
014280,2021-03-16,5140
014280,2021-03-15,5160
014280,2021-03-12,4950
014280,2021-03-11,4680
014280,2021-03-10,4600
014280,2021-03-09,4665
014280,2021-03-08,4700
014280,2021-03-05,4880
014280,2021-03-04,5000
014280,2021-03-03,5160
014280,2021-03-02,5050
014280,2021-02-26,5140
014280,2021-02-25,5190
014280,2021-02-24,5250
014280,2021-02-23,5370
014280,2021-02-22,5420
002990,2021-04-05,9590
002990,2021-04-02,9470
002990,2021-04-01,9510
002990,2021-03-31,9820
002990,2021-03-30,9720
002990,2021-03-29,9640
002990,2021-03-26,9640
002990,2021-03-25,9270
002990,2021-03-24,9370
002990,2021-03-23,9300
002990,2021-03-22,9200
002990,2021-03-19,9400
002990,2021-03-18,9410
002990,2021-03-17,9430
002990,2021-03-16,9330
002990,2021-03-15,9420
002990,2021-03-12,8850
002990,2021-03-11,8780
002990,2021-03-10,8800
002990,2021-03-09,8950
002990,2021-03-08,8880
002990,2021-03-05,9000
002990,2021-03-04,9020
002990,2021-03-03,8810
002990,2021-03-02,8760
002990,2021-02-26,8740
002990,2021-02-25,8960
002990,2021-02-24,8970
002990,2021-02-23,8960
002990,2021-02-22,8860
001210,2021-04-05,2640
001210,2021-04-02,2670
001210,2021-04-01,2650
001210,2021-03-31,2630
001210,2021-03-30,2640
001210,2021-03-29,2670
001210,2021-03-26,2660
001210,2021-03-25,2660
001210,2021-03-24,2610
001210,2021-03-23,2645
001210,2021-03-22,2670
001210,2021-03-19,2605
001210,2021-03-18,2605
001210,2021-03-17,2600
001210,2021-03-16,2620
001210,2021-03-15,2575
001210,2021-03-12,2560
001210,2021-03-11,2500
001210,2021-03-10,2515
001210,2021-03-09,2585
001210,2021-03-08,2665
001210,2021-03-05,2745
001210,2021-03-04,2735
001210,2021-03-03,2735
001210,2021-03-02,2685
001210,2021-02-26,2610
001210,2021-02-25,2640
001210,2021-02-24,2530
001210,2021-02-23,2560
001210,2021-02-22,2650
024110,2021-04-05,9080
024110,2021-04-02,9040
024110,2021-04-01,9090
024110,2021-03-31,9160
024110,2021-03-30,9140
024110,2021-03-29,9080
024110,2021-03-26,9030
024110,2021-03-25,9030
024110,2021-03-24,8900
024110,2021-03-23,9010
024110,2021-03-22,9110
024110,2021-03-19,9120
024110,2021-03-18,9130
024110,2021-03-17,9110
024110,2021-03-16,9100
024110,2021-03-15,9020
024110,2021-03-12,8960
024110,2021-03-11,9010
024110,2021-03-10,8990
024110,2021-03-09,8990
024110,2021-03-08,8850
024110,2021-03-05,8650
024110,2021-03-04,8580
024110,2021-03-03,8540
024110,2021-03-02,8390
024110,2021-02-26,8330
024110,2021-02-25,8520
024110,2021-02-24,8420
024110,2021-02-23,8460
024110,2021-02-22,8420
004540,2021-04-05,7980
004540,2021-04-02,8440
004540,2021-04-01,8380
004540,2021-03-31,7770
004540,2021-03-30,8450
004540,2021-03-29,6510
004540,2021-03-26,6510
004540,2021-03-25,5530
004540,2021-03-24,4255
004540,2021-03-23,4010
004540,2021-03-22,4050
004540,2021-03-19,4080
004540,2021-03-18,4080
004540,2021-03-17,4015
004540,2021-03-16,4015
004540,2021-03-15,4005
004540,2021-03-12,4000
004540,2021-03-11,3900
004540,2021-03-10,3855
004540,2021-03-09,3935
004540,2021-03-08,3995
004540,2021-03-05,4000
004540,2021-03-04,4060
004540,2021-03-03,4095
004540,2021-03-02,4050
004540,2021-02-26,4050
004540,2021-02-25,4095
004540,2021-02-24,4100
004540,2021-02-23,4265
004540,2021-02-22,4370
004270,2021-04-05,4175
004270,2021-04-02,4200
004270,2021-04-01,4065
004270,2021-03-31,3970
004270,2021-03-30,4065
004270,2021-03-29,3960
004270,2021-03-26,3970
004270,2021-03-25,3985
004270,2021-03-24,4090
004270,2021-03-23,3960
004270,2021-03-22,4170
004270,2021-03-19,4180
004270,2021-03-18,4230
004270,2021-03-17,4250
004270,2021-03-16,4160
004270,2021-03-15,4190
004270,2021-03-12,4150
004270,2021-03-11,4005
004270,2021-03-10,4125
004270,2021-03-09,3995
004270,2021-03-08,4090
004270,2021-03-05,4175
004270,2021-03-04,3670
004270,2021-03-03,3550
004270,2021-03-02,3530
004270,2021-02-26,3535
004270,2021-02-25,3715
004270,2021-02-24,3635
004270,2021-02-23,3755
004270,2021-02-22,3815
003580,2021-04-05,9170
003580,2021-04-02,9220
003580,2021-04-01,9070
003580,2021-03-31,7700
003580,2021-03-30,6880
003580,2021-03-29,5940
003580,2021-03-26,5860
003580,2021-03-25,5850
003580,2021-03-24,5750
003580,2021-03-23,6570
003580,2021-03-22,6500
003580,2021-03-19,6600
003580,2021-03-18,6480
003580,2021-03-17,6000
003580,2021-03-16,5470
003580,2021-03-15,5160
003580,2021-03-12,4555
003580,2021-03-11,4315
003580,2021-03-10,4350
003580,2021-03-09,4010
003580,2021-03-08,3990
003580,2021-03-05,4090
003580,2021-03-04,4040
003580,2021-03-03,4040
003580,2021-03-02,4080
003580,2021-02-26,4015
003580,2021-02-25,3980
003580,2021-02-24,3985
003580,2021-02-23,3995
003580,2021-02-22,4075
251270,2021-04-05,131000
251270,2021-04-02,127000
251270,2021-04-01,125500
251270,2021-03-31,129000
251270,2021-03-30,127000
251270,2021-03-29,124000
251270,2021-03-26,126000
251270,2021-03-25,126000
251270,2021-03-24,124000
251270,2021-03-23,125500
251270,2021-03-22,122500
251270,2021-03-19,121000
251270,2021-03-18,122500
251270,2021-03-17,123500
251270,2021-03-16,122000
251270,2021-03-15,120500
251270,2021-03-12,122500
251270,2021-03-11,120000
251270,2021-03-10,118500
251270,2021-03-09,119000
251270,2021-03-08,121000
251270,2021-03-05,122500
251270,2021-03-04,125000
251270,2021-03-03,126500
251270,2021-03-02,123500
251270,2021-02-26,123500
251270,2021-02-25,130000
251270,2021-02-24,123500
251270,2021-02-23,125500
251270,2021-02-22,127000
006370,2021-04-05,10850
006370,2021-04-02,11100
006370,2021-04-01,10000
006370,2021-03-31,10200
006370,2021-03-30,10400
006370,2021-03-29,10950
006370,2021-03-26,10300
006370,2021-03-25,10400
006370,2021-03-24,10000
006370,2021-03-23,10100
006370,2021-03-22,9370
006370,2021-03-19,9310
006370,2021-03-18,9270
006370,2021-03-17,9100
006370,2021-03-16,9240
006370,2021-03-15,9200
006370,2021-03-12,9070
006370,2021-03-11,8930
006370,2021-03-10,8920
006370,2021-03-09,9060
006370,2021-03-08,8960
006370,2021-03-05,9040
006370,2021-03-04,9150
006370,2021-03-03,9250
006370,2021-03-02,9330
006370,2021-02-26,9310
006370,2021-02-25,9410
006370,2021-02-24,8740
006370,2021-02-23,9080
006370,2021-02-22,9020
014160,2021-04-05,2810
014160,2021-04-02,2890
014160,2021-04-01,2920
014160,2021-03-31,2950
014160,2021-03-30,3050
014160,2021-03-29,2855
014160,2021-03-26,2925
014160,2021-03-25,2970
014160,2021-03-24,2895
014160,2021-03-23,3015
014160,2021-03-22,2610
014160,2021-03-19,2620
014160,2021-03-18,2485
014160,2021-03-17,2425
014160,2021-03-16,2470
014160,2021-03-15,2450
014160,2021-03-12,2545
014160,2021-03-11,2535
014160,2021-03-10,2380
014160,2021-03-09,2440
014160,2021-03-08,2700
014160,2021-03-05,2750
014160,2021-03-04,2835
014160,2021-03-03,2780
014160,2021-03-02,2805
014160,2021-02-26,2695
014160,2021-02-25,2595
014160,2021-02-24,2670
014160,2021-02-23,2575
014160,2021-02-22,2680
047040,2021-04-05,6430
047040,2021-04-02,6460
047040,2021-04-01,6440
047040,2021-03-31,6610
047040,2021-03-30,6560
047040,2021-03-29,6770
047040,2021-03-26,6470
047040,2021-03-25,6340
047040,2021-03-24,6270
047040,2021-03-23,6510
047040,2021-03-22,6380
047040,2021-03-19,6100
047040,2021-03-18,6210
047040,2021-03-17,6290
047040,2021-03-16,6300
047040,2021-03-15,6300
047040,2021-03-12,5960
047040,2021-03-11,5720
047040,2021-03-10,5590
047040,2021-03-09,5570
047040,2021-03-08,5410
047040,2021-03-05,5550
047040,2021-03-04,5670
047040,2021-03-03,5830
047040,2021-03-02,5830
047040,2021-02-26,5870
047040,2021-02-25,6060
047040,2021-02-24,5910
047040,2021-02-23,6100
047040,2021-02-22,6030
003220,2021-04-05,15900
003220,2021-04-02,15900
003220,2021-04-01,16000
003220,2021-03-31,16050
003220,2021-03-30,16000
003220,2021-03-29,16050
003220,2021-03-26,16250
003220,2021-03-25,16450
003220,2021-03-24,16500
003220,2021-03-23,16250
003220,2021-03-22,16300
003220,2021-03-19,16550
003220,2021-03-18,16650
003220,2021-03-17,16050
003220,2021-03-16,16000
003220,2021-03-15,16000
003220,2021-03-12,15700
003220,2021-03-11,15550
003220,2021-03-10,15500
003220,2021-03-09,15550
003220,2021-03-08,15800
003220,2021-03-05,16200
003220,2021-03-04,16600
003220,2021-03-03,16750
003220,2021-03-02,16750
003220,2021-02-26,16650
003220,2021-02-25,16650
003220,2021-02-24,16500
003220,2021-02-23,16950
003220,2021-02-22,17150
001070,2021-04-05,41250
001070,2021-04-02,41700
001070,2021-04-01,42000
001070,2021-03-31,40950
001070,2021-03-30,41300
001070,2021-03-29,41350
001070,2021-03-26,40650
001070,2021-03-25,42750
001070,2021-03-24,41350
001070,2021-03-23,41250
001070,2021-03-22,41400
001070,2021-03-19,41900
001070,2021-03-18,41950
001070,2021-03-17,39950
001070,2021-03-16,40000
001070,2021-03-15,40150
001070,2021-03-12,40200
001070,2021-03-11,40150
001070,2021-03-10,40300
001070,2021-03-09,40350
001070,2021-03-08,39850
001070,2021-03-05,39800
001070,2021-03-04,39850
001070,2021-03-03,39900
001070,2021-03-02,39700
001070,2021-02-26,39600
001070,2021-02-25,39750
001070,2021-02-24,39750
001070,2021-02-23,40000
001070,2021-02-22,40050
001790,2021-04-05,40150
001790,2021-04-02,35100
001790,2021-04-01,31500
001790,2021-03-31,30650
001790,2021-03-30,27800
001790,2021-03-29,28100
001790,2021-03-26,28250
001790,2021-03-25,27200
001790,2021-03-24,25000
001790,2021-03-23,25850
001790,2021-03-22,23500
001790,2021-03-19,22500
001790,2021-03-18,22350
001790,2021-03-17,22350
001790,2021-03-16,22450
001790,2021-03-15,22550
001790,2021-03-12,22400
001790,2021-03-11,22300
001790,2021-03-10,22100
001790,2021-03-09,22000
001790,2021-03-08,22350
001790,2021-03-05,22350
001790,2021-03-04,22800
001790,2021-03-03,22800
001790,2021-03-02,22550
001790,2021-02-26,22350
001790,2021-02-25,22200
001790,2021-02-24,21750
001790,2021-02-23,22400
001790,2021-02-22,22200
005880,2021-04-05,3025
005880,2021-04-02,3015
005880,2021-04-01,3080
005880,2021-03-31,3425
005880,2021-03-30,3435
005880,2021-03-29,3540
005880,2021-03-26,3750
005880,2021-03-25,3545
005880,2021-03-24,3585
005880,2021-03-23,3580
005880,2021-03-22,3705
005880,2021-03-19,3465
005880,2021-03-18,3515
005880,2021-03-17,3445
005880,2021-03-16,3555
005880,2021-03-15,3570
005880,2021-03-12,3700
005880,2021-03-11,3745
005880,2021-03-10,3860
005880,2021-03-09,3510
005880,2021-03-08,3655
005880,2021-03-05,3440
005880,2021-03-04,3280
005880,2021-03-03,3380
005880,2021-03-02,3260
005880,2021-02-26,3295
005880,2021-02-25,3295
005880,2021-02-24,3205
005880,2021-02-23,3365
005880,2021-02-22,3515
024900,2021-04-05,3140
024900,2021-04-02,3095
024900,2021-04-01,2945
024900,2021-03-31,2785
024900,2021-03-30,2765
024900,2021-03-29,2720
024900,2021-03-26,2725
024900,2021-03-25,2750
024900,2021-03-24,2775
024900,2021-03-23,2830
024900,2021-03-22,2925
024900,2021-03-19,2975
024900,2021-03-18,2965
024900,2021-03-17,2915
024900,2021-03-16,3000
024900,2021-03-15,3040
024900,2021-03-12,3095
024900,2021-03-11,3040
024900,2021-03-10,3000
024900,2021-03-09,3125
024900,2021-03-08,3120
024900,2021-03-05,3195
024900,2021-03-04,3300
024900,2021-03-03,3400
024900,2021-03-02,3455
024900,2021-02-26,3345
024900,2021-02-25,3445
024900,2021-02-24,3515
024900,2021-02-23,3595
024900,2021-02-22,3530
049770,2021-04-05,191500
049770,2021-04-02,191500
049770,2021-04-01,192000
049770,2021-03-31,192500
049770,2021-03-30,194500
049770,2021-03-29,190000
049770,2021-03-26,192000
049770,2021-03-25,192500
049770,2021-03-24,191000
049770,2021-03-23,192000
049770,2021-03-22,196000
049770,2021-03-19,195000
049770,2021-03-18,196500
049770,2021-03-17,188500
049770,2021-03-16,190000
049770,2021-03-15,189000
049770,2021-03-12,193000
049770,2021-03-11,196500
049770,2021-03-10,194000
049770,2021-03-09,198500
049770,2021-03-08,198000
049770,2021-03-05,199500
049770,2021-03-04,202000
049770,2021-03-03,198500
049770,2021-03-02,196500
049770,2021-02-26,198000
049770,2021-02-25,199000
049770,2021-02-24,194000
049770,2021-02-23,201000
049770,2021-02-22,200500
018500,2021-04-05,1150
018500,2021-04-02,1170
018500,2021-04-01,1150
018500,2021-03-31,1190
018500,2021-03-30,1185
018500,2021-03-29,1185
018500,2021-03-26,1195
018500,2021-03-25,1195
018500,2021-03-24,1200
018500,2021-03-23,1180
018500,2021-03-22,1235
018500,2021-03-19,1280
018500,2021-03-18,1245
018500,2021-03-17,1180
018500,2021-03-16,1190
018500,2021-03-15,1210
018500,2021-03-12,1200
018500,2021-03-11,1145
018500,2021-03-10,1140
018500,2021-03-09,1175
018500,2021-03-08,1205
018500,2021-03-05,1195
018500,2021-03-04,1125
018500,2021-03-03,1140
018500,2021-03-02,1200
018500,2021-02-26,1190
018500,2021-02-25,1055
018500,2021-02-24,1005
018500,2021-02-23,1035
018500,2021-02-22,1055
024090,2021-04-05,18850
024090,2021-04-02,18150
024090,2021-04-01,17600
024090,2021-03-31,17600
024090,2021-03-30,17100
024090,2021-03-29,16400
024090,2021-03-26,15500
024090,2021-03-25,15450
024090,2021-03-24,16100
024090,2021-03-23,15700
024090,2021-03-22,15600
024090,2021-03-19,15600
024090,2021-03-18,14750
024090,2021-03-17,14750
024090,2021-03-16,14750
024090,2021-03-15,14750
024090,2021-03-12,14100
024090,2021-03-11,13250
024090,2021-03-10,12700
024090,2021-03-09,12700
024090,2021-03-08,12950
024090,2021-03-05,12800
024090,2021-03-04,12700
024090,2021-03-03,12850
024090,2021-03-02,12500
024090,2021-02-26,12550
024090,2021-02-25,12700
024090,2021-02-24,12500
024090,2021-02-23,12450
024090,2021-02-22,12200
007340,2021-04-05,30600
007340,2021-04-02,30950
007340,2021-04-01,31200
007340,2021-03-31,31100
007340,2021-03-30,31050
007340,2021-03-29,30600
007340,2021-03-26,30200
007340,2021-03-25,30400
007340,2021-03-24,30400
007340,2021-03-23,30750
007340,2021-03-22,31650
007340,2021-03-19,31900
007340,2021-03-18,31500
007340,2021-03-17,31500
007340,2021-03-16,30700
007340,2021-03-15,30550
007340,2021-03-12,31200
007340,2021-03-11,31700
007340,2021-03-10,30000
007340,2021-03-09,29100
007340,2021-03-08,28500
007340,2021-03-05,28350
007340,2021-03-04,28550
007340,2021-03-03,28400
007340,2021-03-02,27900
007340,2021-02-26,27450
007340,2021-02-25,27900
007340,2021-02-24,27300
007340,2021-02-23,27700
007340,2021-02-22,26800
280360,2021-04-05,133000
280360,2021-04-02,133000
280360,2021-04-01,134500
280360,2021-03-31,133000
280360,2021-03-30,135000
280360,2021-03-29,133500
280360,2021-03-26,128000
280360,2021-03-25,128000
280360,2021-03-24,126000
280360,2021-03-23,125000
280360,2021-03-22,127500
280360,2021-03-19,128000
280360,2021-03-18,126000
280360,2021-03-17,127000
280360,2021-03-16,126000
280360,2021-03-15,126000
280360,2021-03-12,125000
280360,2021-03-11,121500
280360,2021-03-10,121000
280360,2021-03-09,125000
280360,2021-03-08,119000
280360,2021-03-05,123000
280360,2021-03-04,123000
280360,2021-03-03,124500
280360,2021-03-02,123000
280360,2021-02-26,124000
280360,2021-02-25,127000
280360,2021-02-24,126000
280360,2021-02-23,132500
280360,2021-02-22,136000
071840,2021-04-05,40150
071840,2021-04-02,40250
071840,2021-04-01,40900
071840,2021-03-31,41900
071840,2021-03-30,41150
071840,2021-03-29,41450
071840,2021-03-26,41400
071840,2021-03-25,40300
071840,2021-03-24,37750
071840,2021-03-23,37200
071840,2021-03-22,37350
071840,2021-03-19,37150
071840,2021-03-18,38000
071840,2021-03-17,37950
071840,2021-03-16,38450
071840,2021-03-15,37800
071840,2021-03-12,38250
071840,2021-03-11,38250
071840,2021-03-10,37800
071840,2021-03-09,37000
071840,2021-03-08,36850
071840,2021-03-05,37600
071840,2021-03-04,37600
071840,2021-03-03,37350
071840,2021-03-02,36650
071840,2021-02-26,37450
071840,2021-02-25,37150
071840,2021-02-24,36050
071840,2021-02-23,36750
071840,2021-02-22,36750
035150,2021-04-05,10000
035150,2021-04-02,10400
035150,2021-04-01,10050
035150,2021-03-31,9900
035150,2021-03-30,10550
035150,2021-03-29,10550
035150,2021-03-26,10700
035150,2021-03-25,10500
035150,2021-03-24,9870
035150,2021-03-23,8270
035150,2021-03-22,8500
035150,2021-03-19,8280
035150,2021-03-18,8650
035150,2021-03-17,8640
035150,2021-03-16,8690
035150,2021-03-15,8670
035150,2021-03-12,8180
035150,2021-03-11,8070
035150,2021-03-10,8300
035150,2021-03-09,7840
035150,2021-03-08,7900
035150,2021-03-05,7780
035150,2021-03-04,7300
035150,2021-03-03,7100
035150,2021-03-02,6930
035150,2021-02-26,6800
035150,2021-02-25,6890
035150,2021-02-24,6590
035150,2021-02-23,6850
035150,2021-02-22,6590
002760,2021-04-05,2250
002760,2021-04-02,2275
002760,2021-04-01,2235
002760,2021-03-31,2210
002760,2021-03-30,2215
002760,2021-03-29,2190
002760,2021-03-26,2185
002760,2021-03-25,2235
002760,2021-03-24,2225
002760,2021-03-23,2215
002760,2021-03-22,2205
002760,2021-03-19,2210
002760,2021-03-18,2185
002760,2021-03-17,2185
002760,2021-03-16,2160
002760,2021-03-15,2130
002760,2021-03-12,2085
002760,2021-03-11,2070
002760,2021-03-10,2040
002760,2021-03-09,2055
002760,2021-03-08,2130
002760,2021-03-05,2150
002760,2021-03-04,2160
002760,2021-03-03,2160
002760,2021-03-02,2150
002760,2021-02-26,2170
002760,2021-02-25,2205
002760,2021-02-24,2150
002760,2021-02-23,2235
002760,2021-02-22,2255
003960,2021-04-05,17900
003960,2021-04-02,17800
003960,2021-04-01,18000
003960,2021-03-31,18150
003960,2021-03-30,18050
003960,2021-03-29,17550
003960,2021-03-26,17800
003960,2021-03-25,17800
003960,2021-03-24,18000
003960,2021-03-23,18000
003960,2021-03-22,18300
003960,2021-03-19,18900
003960,2021-03-18,18500
003960,2021-03-17,18150
003960,2021-03-16,17600
003960,2021-03-15,17950
003960,2021-03-12,17500
003960,2021-03-11,16950
003960,2021-03-10,16850
003960,2021-03-09,17200
003960,2021-03-08,17500
003960,2021-03-05,16900
003960,2021-03-04,16700
003960,2021-03-03,16800
003960,2021-03-02,16750
003960,2021-02-26,16900
003960,2021-02-25,17300
003960,2021-02-24,17100
003960,2021-02-23,17400
003960,2021-02-22,18100
008040,2021-04-05,1315
008040,2021-04-02,1320
008040,2021-04-01,1320
008040,2021-03-31,1345
008040,2021-03-30,1355
008040,2021-03-29,1365
008040,2021-03-26,1330
008040,2021-03-25,1305
008040,2021-03-24,1305
008040,2021-03-23,1340
008040,2021-03-22,1415
008040,2021-03-19,1415
008040,2021-03-18,1295
008040,2021-03-17,1270
008040,2021-03-16,1215
008040,2021-03-15,1225
008040,2021-03-12,1220
008040,2021-03-11,1200
008040,2021-03-10,1225
008040,2021-03-09,1160
008040,2021-03-08,1220
008040,2021-03-05,1205
008040,2021-03-04,1185
008040,2021-03-03,1250
008040,2021-03-02,1245
008040,2021-02-26,1270
008040,2021-02-25,1230
008040,2021-02-24,1155
008040,2021-02-23,1230
008040,2021-02-22,1120
003230,2021-04-05,90400
003230,2021-04-02,90600
003230,2021-04-01,89600
003230,2021-03-31,89000
003230,2021-03-30,89200
003230,2021-03-29,88200
003230,2021-03-26,88500
003230,2021-03-25,89400
003230,2021-03-24,90600
003230,2021-03-23,91200
003230,2021-03-22,92000
003230,2021-03-19,92800
003230,2021-03-18,92700
003230,2021-03-17,91100
003230,2021-03-16,90800
003230,2021-03-15,90000
003230,2021-03-12,87200
003230,2021-03-11,86500
003230,2021-03-10,86500
003230,2021-03-09,87000
003230,2021-03-08,88000
003230,2021-03-05,89000
003230,2021-03-04,89700
003230,2021-03-03,89400
003230,2021-03-02,88000
003230,2021-02-26,87100
003230,2021-02-25,89900
003230,2021-02-24,89500
003230,2021-02-23,91900
003230,2021-02-22,93000
005500,2021-04-05,24600
005500,2021-04-02,25200
005500,2021-04-01,25200
005500,2021-03-31,24300
005500,2021-03-30,23950
005500,2021-03-29,24000
005500,2021-03-26,24050
005500,2021-03-25,24150
005500,2021-03-24,24200
005500,2021-03-23,23900
005500,2021-03-22,24350
005500,2021-03-19,24700
005500,2021-03-18,24450
005500,2021-03-17,24700
005500,2021-03-16,24350
005500,2021-03-15,24150
005500,2021-03-12,24200
005500,2021-03-11,23800
005500,2021-03-10,23450
005500,2021-03-09,23500
005500,2021-03-08,24350
005500,2021-03-05,24400
005500,2021-03-04,24350
005500,2021-03-03,24700
005500,2021-03-02,24700
005500,2021-02-26,25500
005500,2021-02-25,25300
005500,2021-02-24,25000
005500,2021-02-23,25450
005500,2021-02-22,25850
021050,2021-04-05,2370
021050,2021-04-02,2370
021050,2021-04-01,2435
021050,2021-03-31,2500
021050,2021-03-30,2445
021050,2021-03-29,2435
021050,2021-03-26,2485
021050,2021-03-25,2505
021050,2021-03-24,2535
021050,2021-03-23,2525
021050,2021-03-22,2630
021050,2021-03-19,2675
021050,2021-03-18,2670
021050,2021-03-17,2705
021050,2021-03-16,2635
021050,2021-03-15,2635
021050,2021-03-12,2620
021050,2021-03-11,2500
021050,2021-03-10,2460
021050,2021-03-09,2610
021050,2021-03-08,2715
021050,2021-03-05,2815
021050,2021-03-04,2810
021050,2021-03-03,2645
021050,2021-03-02,2400
021050,2021-02-26,2430
021050,2021-02-25,2540
021050,2021-02-24,2515
021050,2021-02-23,2665
021050,2021-02-22,2830
004360,2021-04-05,12900
004360,2021-04-02,13250
004360,2021-04-01,13300
004360,2021-03-31,13200
004360,2021-03-30,13250
004360,2021-03-29,12850
004360,2021-03-26,12900
004360,2021-03-25,13050
004360,2021-03-24,13050
004360,2021-03-23,13250
004360,2021-03-22,13500
004360,2021-03-19,13200
004360,2021-03-18,13250
004360,2021-03-17,13100
004360,2021-03-16,13500
004360,2021-03-15,13550
004360,2021-03-12,13600
004360,2021-03-11,13450
004360,2021-03-10,13200
004360,2021-03-09,13750
004360,2021-03-08,14300
004360,2021-03-05,14200
004360,2021-03-04,14450
004360,2021-03-03,14050
004360,2021-03-02,14000
004360,2021-02-26,14400
004360,2021-02-25,14400
004360,2021-02-24,14200
004360,2021-02-23,15050
004360,2021-02-22,14700
058650,2021-04-05,81700
058650,2021-04-02,80900
058650,2021-04-01,85500
